1,0,1,
1,0:15,1,
1,0:3,1,
1,0:45,1,
1,1,1,
1,1:15,1,
1,1:3,1,
1,1:45,1,
1,2,1,
1,2:15,1,
1,2:3,1,
1,2:45,1,
1,3,1,
1,3:15,1,
1,3:3,1,
1,3:45,1,
1,4,1,
1,4:15,1,
1,4:3,1,
1,4:45,1,
1,5,1,
1,5:15,1,
1,5:3,1,
1,5:45,1,
1,6,1,
1,6:15,1,
1,6:3,1,
1,6:45,1,
1,7,1,
1,7:15,1,
1,7:3,1,
1,7:45,9,
1,8,5,
1,8:15,5,
1,8:3,5,
1,8:45,5,
1,9,5,
1,9:15,5,
1,9:3,5,
1,9:45,5,
1,10,5,
1,10:15,5,
1,10:3,5,
1,10:45,5,
1,11,5,
1,11:15,5,
1,11:3,5,
1,11:45,5,
1,12,5,
1,12:15,5,
1,12:3,5,
1,12:45,5,
1,13,5,
1,13:15,5,
1,13:3,5,
1,13:45,5,
1,14,5,
1,14:15,9,
1,14:3,1,
1,14:45,1,
1,15,1,
1,15:15,1,
1,15:3,1,
1,15:45,1,
1,16,1,
1,16:15,1,
1,16:3,1,
1,16:45,9,
1,17,9,
1,17:15,6,
1,17:3,6,
1,17:45,6,
1,18,6,
1,18:15,6,
1,18:3,6,
1,18:45,6,
1,19,6,
1,19:15,6,
1,19:3,6,
1,19:45,6,
1,20,6,
1,20:15,9,
1,20:3,1,
1,20:45,1,
1,21,1,
1,21:15,1,
1,21:3,1,
1,21:45,1,
1,22,1,
1,22:15,1,
1,22:3,1,
1,22:45,1,
1,23,1,
1,23:15,1,
1,23:3,1,
1,23:45,1,
2,0,1,
2,0:15,1,
2,0:3,1,
2,0:45,1,
2,1,1,
2,1:15,1,
2,1:3,1,
2,1:45,1,
2,2,1,
2,2:15,1,
2,2:3,1,
2,2:45,1,
2,3,1,
2,3:15,1,
2,3:3,1,
2,3:45,1,
2,4,1,
2,4:15,1,
2,4:3,1,
2,4:45,1,
2,5,1,
2,5:15,1,
2,5:3,1,
2,5:45,1,
2,6,1,
2,6:15,1,
2,6:3,1,
2,6:45,1,
2,7,1,
2,7:15,1,
2,7:3,1,
2,7:45,9,
2,8,5,
2,8:15,5,
2,8:3,5,
2,8:45,5,
2,9,5,
2,9:15,5,
2,9:3,5,
2,9:45,5,
2,10,5,
2,10:15,5,
2,10:3,5,
2,10:45,5,
2,11,5,
2,11:15,5,
2,11:3,5,
2,11:45,5,
2,12,5,
2,12:15,5,
2,12:3,5,
2,12:45,5,
2,13,5,
2,13:15,5,
2,13:3,5,
2,13:45,5,
2,14,5,
2,14:15,9,
2,14:3,1,
2,14:45,1,
2,15,1,
2,15:15,1,
2,15:3,1,
2,15:45,1,
2,16,1,
2,16:15,1,
2,16:3,1,9
2,16:45,1,9
2,17,6,
2,17:15,6,
2,17:3,6,
2,17:45,6,
2,18,6,
2,18:15,6,
2,18:3,6,
2,18:45,6,
2,19,6,
2,19:15,6,
2,19:3,6,
2,19:45,6,
2,20,6,
2,20:15,6,
2,20:3,6,
2,20:45,9,
2,21,1,
2,21:15,1,
2,21:3,1,
2,21:45,1,
2,22,1,
2,22:15,1,
2,22:3,1,
2,22:45,1,
2,23,1,
2,23:15,1,
2,23:3,1,
2,23:45,1,
3,0,1,
3,0:15,1,
3,0:3,1,
3,0:45,1,
3,1,1,
3,1:15,1,
3,1:3,1,
3,1:45,1,
3,2,1,
3,2:15,1,
3,2:3,1,
3,2:45,1,
3,3,1,
3,3:15,1,
3,3:3,1,
3,3:45,1,
3,4,1,
3,4:15,1,
3,4:3,1,
3,4:45,1,
3,5,1,
3,5:15,1,
3,5:3,1,
3,5:45,1,
3,6,1,
3,6:15,1,
3,6:3,1,
3,6:45,1,
3,7,1,
3,7:15,1,
3,7:3,1,
3,7:45,9,
3,8,5,
3,8:15,5,
3,8:3,5,
3,8:45,5,
3,9,5,
3,9:15,5,
3,9:3,5,
3,9:45,5,
3,10,5,
3,10:15,5,
3,10:3,5,
3,10:45,5,
3,11,5,
3,11:15,5,
3,11:3,5,
3,11:45,5,
3,12,5,
3,12:15,5,
3,12:3,5,
3,12:45,5,
3,13,5,
3,13:15,5,
3,13:3,5,
3,13:45,5,
3,14,5,
3,14:15,9,
3,14:3,1,
3,14:45,1,
3,15,1,
3,15:15,1,
3,15:3,1,
3,15:45,1,
3,16,1,
3,16:15,1,
3,16:3,1,
3,16:45,1,9
3,17,1,9
3,17:15,6,
3,17:3,6,
3,17:45,6,
3,18,6,
3,18:15,6,
3,18:3,6,
3,18:45,6,
3,19,6,
3,19:15,6,
3,19:3,6,
3,19:45,6,
3,20,6,
3,20:15,6,
3,20:3,6,
3,20:45,9,
3,21,1,
3,21:15,1,
3,21:3,1,
3,21:45,1,
3,22,1,
3,22:15,1,
3,22:3,1,
3,22:45,1,
3,23,1,
3,23:15,1,
3,23:3,1,
3,23:45,1,
4,0,1,
4,0:15,1,
4,0:3,1,
4,0:45,1,
4,1,1,
4,1:15,1,
4,1:3,1,
4,1:45,1,
4,2,1,
4,2:15,1,
4,2:3,1,
4,2:45,1,
4,3,1,
4,3:15,1,
4,3:3,1,
4,3:45,1,
4,4,1,
4,4:15,1,
4,4:3,1,
4,4:45,1,
4,5,1,
4,5:15,1,
4,5:3,1,
4,5:45,1,
4,6,1,
4,6:15,1,
4,6:3,1,
4,6:45,1,
4,7,1,
4,7:15,1,
4,7:3,1,
4,7:45,9,
4,8,5,
4,8:15,5,
4,8:3,5,
4,8:45,5,
4,9,5,
4,9:15,5,
4,9:3,5,
4,9:45,5,
4,10,5,
4,10:15,5,
4,10:3,5,
4,10:45,5,
4,11,5,
4,11:15,5,
4,11:3,5,
4,11:45,5,
4,12,5,
4,12:15,5,
4,12:3,5,
4,12:45,9,
4,13,1,
4,13:15,1,
4,13:3,1,
4,13:45,1,
4,14,1,
4,14:15,1,
4,14:3,1,
4,14:45,1,
4,15,1,
4,15:15,1,
4,15:3,1,
4,15:45,1,
4,16,1,
4,16:15,1,
4,16:3,1,9
4,16:45,1,9
4,17,6,
4,17:15,6,
4,17:3,6,
4,17:45,6,
4,18,6,
4,18:15,6,
4,18:3,6,
4,18:45,6,
4,19,6,
4,19:15,6,
4,19:3,6,
4,19:45,6,
4,20,6,
4,20:15,6,
4,20:3,6,
4,20:45,9,
4,21,1,
4,21:15,1,
4,21:3,8,
4,21:45,8,
4,22,8,
4,22:15,8,
4,22:3,8,
4,22:45,8,
4,23,8,
4,23:15,8,
4,23:3,8,
4,23:45,8,
5,0,8,
5,0:15,8,
5,0:3,8,
5,0:45,8,
5,1,9,
5,1:15,1,
5,1:3,1,
5,1:45,1,
5,2,1,
5,2:15,1,
5,2:3,1,
5,2:45,1,
5,3,1,
5,3:15,1,
5,3:3,1,
5,3:45,1,
5,4,1,
5,4:15,1,
5,4:3,1,
5,4:45,1,
5,5,1,
5,5:15,1,
5,5:3,1,
5,5:45,1,
5,6,1,
5,6:15,1,
5,6:3,1,
5,6:45,1,
5,7,1,
5,7:15,1,
5,7:3,1,
5,7:45,1,
5,8,1,
5,8:15,1,
5,8:3,1,
5,8:45,1,
5,9,1,
5,9:15,1,
5,9:3,1,
5,9:45,1,
5,10,1,
5,10:15,1,
5,10:3,1,
5,10:45,1,
5,11,1,
5,11:15,1,
5,11:3,1,
5,11:45,1,
5,12,1,
5,12:15,1,
5,12:3,1,
5,12:45,1,
5,13,1,
5,13:15,1,
5,13:3,1,
5,13:45,1,
5,14,1,
5,14:15,1,
5,14:3,1,
5,14:45,1,
5,15,1,
5,15:15,1,
5,15:3,1,
5,15:45,1,
5,16,1,
5,16:15,1,
5,16:3,1,
5,16:45,1,9
5,17,6,
5,17:15,6,
5,17:3,6,
5,17:45,6,
5,18,6,
5,18:15,6,
5,18:3,6,
5,18:45,6,
5,19,6,
5,19:15,6,
5,19:3,6,
5,19:45,6,
5,20,6,
5,20:15,6,
5,20:3,6,
5,20:45,6,
5,21,6,
5,21:15,6,
5,21:3,9,
5,21:45,1,
5,22,1,
5,22:15,1,
5,22:3,1,
5,22:45,1,
5,23,1,
5,23:15,1,
5,23:3,1,
5,23:45,1,
6,0,1,
6,0:15,1,
6,0:3,1,
6,0:45,1,
6,1,1,
6,1:15,1,
6,1:3,1,
6,1:45,1,
6,2,1,
6,2:15,1,
6,2:3,1,
6,2:45,1,
6,3,1,
6,3:15,1,
6,3:3,1,
6,3:45,1,
6,4,1,
6,4:15,1,
6,4:3,1,
6,4:45,1,
6,5,1,
6,5:15,1,
6,5:3,1,
6,5:45,1,
6,6,1,
6,6:15,1,
6,6:3,1,
6,6:45,9,
6,7,9,
6,7:15,9,
6,7:3,9,
6,7:45,9,
6,8,9,
6,8:15,9,
6,8:3,9,
6,8:45,9,
6,9,9,
6,9:15,9,
6,9:3,9,
6,9:45,10,
6,10,10,
6,10:15,10,
6,10:3,10,
6,10:45,10,
6,11,10,
6,11:15,10,
6,11:3,10,
6,11:45,10,
6,12,10,
6,12:15,10,
6,12:3,10,
6,12:45,10,
6,13,10,
6,13:15,8,
6,13:3,8,
6,13:45,8,
6,14,8,
6,14:15,10,
6,14:3,10,
6,14:45,10,
6,15,10,
6,15:15,10,
6,15:3,10,
6,15:45,10,
6,16,10,
6,16:15,10,
6,16:3,10,
6,16:45,10,
6,17,10,
6,17:15,8,
6,17:3,8,
6,17:45,8,
6,18,8,
6,18:15,8,
6,18:3,8,
6,18:45,8,
6,19,8,
6,19:15,8,
6,19:3,8,
6,19:45,8,
6,20,8,
6,20:15,8,
6,20:3,8,
6,20:45,9,
6,21,9,
6,21:15,9,
6,21:3,9,
6,21:45,9,
6,22,4,
6,22:15,4,
6,22:3,4,
6,22:45,4,
6,23,4,
6,23:15,4,
6,23:3,4,
6,23:45,4,
7,0,4,
7,0:15,4,
7,0:3,4,
7,0:45,4,
7,1,4,
7,1:15,4,
7,1:3,4,
7,1:45,4,
7,2,4,
7,2:15,4,
7,2:3,4,
7,2:45,4,
7,3,4,
7,3:15,4,
7,3:3,4,
7,3:45,4,
7,4,4,
7,4:15,4,
7,4:3,4,
7,4:45,4,
7,5,4,
7,5:15,4,
7,5:3,4,
7,5:45,4,
7,6,4,
7,6:15,4,
7,6:3,4,
7,6:45,4,
7,7,4,
7,7:15,4,
7,7:3,4,
7,7:45,4,
7,8,4,
7,8:15,4,
7,8:3,9,
7,8:45,9,
7,9,10,
7,9:15,10,
7,9:3,10,
7,9:45,10,
7,10,10,
7,10:15,10,
7,10:3,10,
7,10:45,10,
7,11,10,
7,11:15,10,
7,11:3,10,
7,11:45,10,
7,12,10,
7,12:15,10,
7,12:3,10,
7,12:45,10,
7,13,10,
7,13:15,10,
7,13:3,8,
7,13:45,8,
7,14,8,
7,14:15,8,
7,14:3,10,
7,14:45,10,
7,15,10,
7,15:15,10,
7,15:3,10,
7,15:45,10,
7,16,10,
7,16:15,10,
7,16:3,10,
7,16:45,10,
7,17,10,
7,17:15,8,
7,17:3,8,
7,17:45,8,
7,18,8,
7,18:15,8,
7,18:3,8,
7,18:45,8,
7,19,8,
7,19:15,8,
7,19:3,8,
7,19:45,8,
7,20,8,
7,20:15,8,
7,20:3,8,
7,20:45,8,
7,21,4,
7,21:15,4,
7,21:3,4,
7,21:45,4,
7,22,4,
7,22:15,4,
7,22:3,4,
7,22:45,4,
7,23,4,
7,23:15,4,
7,23:3,4,
7,23:45,4,
